id	token	Настя	Денис	Лена	tag
0	Разработка	B-TERM	B-TERM	B-TERM	O
1	методов	I-TERM	I-TERM	I-TERM	O
2	семантического	I-TERM	I-TERM	I-TERM	O
3	поиска	I-TERM	I-TERM	I-TERM	O
4	в	I-TERM	O	O	O
5	Интернете	I-TERM	B-TERM	B-TERM	O
6	,	O	O	O	O
7	основанных	O	O	O	O
8	на	O	O	O	O
9	древовидных	B-TERM	B-TERM	B-TERM	O
10	лингвистических	I-TERM	I-TERM	I-TERM	O
11	шаблонах	I-TERM	I-TERM	I-TERM	O
12	Статья	O	O	O	O
13	посвящена	O	O	O	O
14	разработке	B-TERM	B-TERM	B-TERM	O
15	методов	I-TERM	I-TERM	I-TERM	O
16	поиска	I-TERM	I-TERM	I-TERM	O
17	информации	I-TERM	I-TERM	I-TERM	O
18	в	I-TERM	O	O	O
19	Интернете	I-TERM	B-TERM	B-TERM	O
20	.	O	O	O	O
21	В	O	O	O	O
22	настоящее	O	O	O	O
23	время	O	O	O	O
24	задача	O	B-TERM	O	O
25	быстрого	O	I-TERM	O	O
26	автоматизированного	B-TERM	I-TERM	B-TERM	O
27	извлечения	I-TERM	I-TERM	I-TERM	O
28	данных	I-TERM	I-TERM	I-TERM	O
29	из	O	O	O	O
30	различных	O	O	O	O
31	источников	O	B-TERM	O	O
32	является	O	O	O	O
33	чрезвычайно	O	O	O	O
34	актуальной	O	O	O	O
35	.	O	O	O	O
36	Цель	O	O	O	O
37	данной	O	O	O	O
38	работы	O	O	O	O
39	–	O	O	O	O
40	создание	B-TERM	B-TERM	O	O
41	инструментария	I-TERM	I-TERM	B-TERM	O
42	для	O	O	O	O
43	решения	O	O	O	O
44	этой	O	O	O	O
45	задачи	B-TERM	O	O	O
46	.	O	O	O	O
47	Идея	O	O	O	O
48	подхода	B-TERM	O	B-TERM	O
49	заключается	O	O	O	O
50	в	O	O	O	O
51	разработке	B-TERM	B-TERM	B-TERM	O
52	полуавтоматических	I-TERM	I-TERM	I-TERM	O
53	методов	I-TERM	I-TERM	I-TERM	O
54	составления	I-TERM	I-TERM	I-TERM	O
55	лингвистических	I-TERM	I-TERM	I-TERM	O
56	шаблонов	I-TERM	I-TERM	I-TERM	O
57	для	O	O	O	O
58	заданного	O	O	O	O
59	фрагмента	B-TERM	B-TERM	B-TERM	O
60	атомарной	I-TERM	I-TERM	I-TERM	B-TERM
61	диаграммы	I-TERM	I-TERM	I-TERM	I-TERM
62	.	O	O	O	O
63	Процесс	O	B-TERM	B-TERM	O
64	построения	O	I-TERM	I-TERM	O
65	шаблонов	B-TERM	I-TERM	I-TERM	O
66	по	O	O	O	O
67	данному	O	O	O	O
68	фрагменту	B-TERM	B-TERM	B-TERM	O
69	атомарной	I-TERM	I-TERM	I-TERM	B-TERM
70	диаграммы	I-TERM	I-TERM	I-TERM	I-TERM
71	выполняется	O	O	O	O
72	в	O	O	O	O
73	2	O	O	O	O
74	этапа	O	O	B-TERM	O
75	:	O	O	O	O
76	1	O	O	O	O
77	)	O	O	O	O
78	порождение	B-TERM	B-TERM	B-TERM	O
79	простых	I-TERM	I-TERM	I-TERM	O
80	шаблонов	I-TERM	I-TERM	I-TERM	O
81	;	O	O	O	O
82	2	O	O	O	O
83	)	O	O	O	O
84	с	O	O	O	O
85	помощью	O	O	O	O
86	полученных	O	O	O	O
87	простых	B-TERM	O	B-TERM	O
88	шаблонов	I-TERM	B-TERM	I-TERM	O
89	создание	O	O	O	O
90	более	O	O	O	O
91	сложных	B-TERM	O	O	O
92	или	I-TERM	O	O	O
93	реже	I-TERM	O	O	O
94	встречающихся	I-TERM	O	O	O
95	шаблонов	I-TERM	B-TERM	B-TERM	O
96	.	O	O	O	O
97	С	O	O	O	O
98	помощью	O	O	O	O
99	полученных	O	O	O	O
100	шаблонов	B-TERM	B-TERM	B-TERM	O
101	можно	O	O	O	O
102	находить	O	O	O	O
103	необходимую	O	O	O	O
104	информацию	B-TERM	B-TERM	B-TERM	O
105	,	O	O	O	O
106	обрабатывая	O	O	O	O
107	тексты	B-TERM	B-TERM	B-TERM	O
108	естественного	I-TERM	I-TERM	I-TERM	B-TERM
109	языка	I-TERM	I-TERM	I-TERM	I-TERM
110	,	O	O	O	O
111	представленные	O	O	O	O
112	в	O	O	O	O
113	Интернете	B-TERM	B-TERM	B-TERM	O
114	.	O	O	O	O
